1,-9.993641540738556
2,-10.589945602482791
3,-10.571134039530623
4,-10.612583394202122
5,-10.582821062634762
6,-10.587325896313905
7,-10.629816570633603
8,-9.996706672326182
9,-9.828745159100565
10,-9.822221881638745
11,-9.846557021179589
12,-9.801594746052514
13,-9.792266042077935
14,-9.814114809427513
15,-9.819198603668418
16,-9.849581524521025
17,-9.773130503411958
18,-9.784422808668168
19,-9.778544830587178
20,-9.792824005991074
21,-9.829638216372732
22,-9.785873809568683
23,-9.800619056969373
24,-9.787389508087022
25,-9.806819662771233
26,-9.745331106784352
27,-9.919129805742328
28,-9.899730204916555
29,-9.789714483968922
30,-9.808534147304032
31,-9.759572870936577
32,-9.772793403197243
33,-9.752197895138536
34,-9.697985579547254
35,-9.730166969947426
36,-9.747205999538084
37,-9.698910723247922
38,-9.720188536479007
39,-9.710501860048051
40,-9.70364242661489
41,-9.720575913800724
42,-9.700666009357224
43,-9.724046408550494
44,-9.70611444053598
45,-9.71523606545537
46,-9.715158068103104
47,-9.70475556244078
48,-9.704880770555722
49,-9.697873610694208
50,-9.690123796294646
51,-9.699282202186541
52,-9.681570422922423
53,-9.696193209435496
54,-9.682078853553346
55,-9.68270517678901
56,-9.695261009258047
57,-9.6678943514502
58,-9.661399991491274
59,-9.680703427522818
60,-9.640252237238657
61,-9.638398255667395
62,-9.63127597431965
63,-9.607921743480045
64,-9.617827688468648
65,-9.62255581716823
66,-9.59954345167534
67,-9.60690259548814
68,-9.616773579299965
69,-9.614336021249237
70,-9.640694480166882
71,-9.592075169061559
72,-9.600420410151745
73,-9.624593943664836
74,-9.622788162393428
75,-9.597773615317136
76,-9.610364822071997
77,-9.581926031103723
78,-9.586720687157019
79,-9.58998821322305
80,-9.576512080164688
81,-9.610465869975075
82,-9.585034147564606
83,-9.640220737860082
84,-9.607853173346033
85,-9.611569295923308
86,-9.58585967062367
87,-9.577634025817582
88,-9.611349988431867
89,-9.58995163713595
90,-9.620045296224482
91,-9.594222142646803
92,-9.603678813375081
93,-9.576129736588257
94,-9.603894179514619
95,-9.544814512455043
96,-9.573046849882314
97,-9.566457024290749
98,-9.578270977627772
99,-9.565214965262829
100,-9.56113969134401
101,-9.540891060959188
102,-9.544160382294343
103,-9.534614453153813
104,-9.568664665012285
105,-9.563403660629016
106,-9.55193108199282
107,-9.554552719393971
108,-9.560419789704445
109,-9.568240112995358
110,-9.558044822331714
111,-9.595297792321885
112,-9.536876244918513
113,-9.553186562014304
114,-9.560029141295436
115,-9.570017072721287
116,-9.536106434130366
117,-9.546544010783052
118,-9.53914202381553
119,-9.524828784934986
120,-9.54233523902345
121,-9.523160833192922
122,-9.550587171212094
123,-9.55499764766177
124,-9.532421825302444
125,-9.534705179128439
126,-9.513616301852267
127,-9.531676841964806
128,-9.50821224834002
129,-9.545816733122926
130,-9.538568626436007
131,-9.521866747682708
132,-9.518079209639902
133,-9.499018051017604
134,-9.485776928229084
135,-9.502311663130186
136,-9.509574574767196
137,-9.518927170773164
138,-9.498232539601643
139,-9.531411364590788
140,-9.516390685612762
141,-9.517530097084045
142,-9.499896777420581
143,-9.491410414003019
144,-9.491554230282324
145,-9.476735598542577
146,-9.512038414580658
147,-9.507497482248985
148,-9.486935989058273
149,-9.485767338266669
150,-9.49660279920776
151,-9.516307899292139
152,-9.46723125667332
153,-9.504566159907073
154,-9.520695454830298
155,-9.488318944216175
156,-9.492237982431815
157,-9.479732520405552
158,-9.491542772090442
159,-9.441140747208085
160,-9.492990593165603
161,-9.4920399527131
162,-9.451921885999118
163,-9.480994854279823
164,-9.446247486911428
165,-9.494235659624433
166,-9.46352507360337
167,-9.447607006178629
168,-9.465527232283808
169,-9.423537776373799
170,-9.487719828479996
171,-9.455877605306755
172,-9.448803920616314
173,-9.42293411764313
174,-9.438831001357014
175,-9.414298270610931
176,-9.418268001788148
177,-9.435353604057811
178,-9.441010422329592
179,-9.449692506405885
180,-9.41299734329332
181,-9.418944569393627
182,-9.410374703825342
183,-9.391140550590265
184,-9.395016245536754
185,-9.405122490647761
186,-9.396600466132428
187,-9.407856621387555
188,-9.411121142088632
189,-9.395361485183075
190,-9.33348307713711
191,-9.3647272440917
192,-9.362306268172654
193,-9.393575418352668
194,-9.348498545357215
195,-9.404253814687117
196,-9.407858240416932
197,-9.418682416603852
198,-9.378402335801892
199,-9.392966990904535
200,-9.389925896103072
201,-9.422916964129518
202,-9.363217422112516
203,-9.396366026301264
204,-9.3646362653762
205,-9.401464598159961
206,-9.378458573821025
207,-9.38444011949982
208,-9.362912191771963
209,-9.383437052627064
210,-9.403805096693224
211,-9.386428900988863
212,-9.352666578556892
213,-9.37617445809099
214,-9.361944045062023
215,-9.41823245011038
216,-9.386872938662393
217,-9.432796793791026
218,-9.42272626031796
219,-9.38506951154599
220,-9.42115767120683
221,-9.403872172727262
222,-9.44198200274258
223,-9.440055081937508
224,-9.419403652939046
225,-9.427342276462564
226,-9.441276226474248
227,-9.475708674782664
228,-9.426511042912018
229,-9.442590658975927
230,-9.410073695332832
231,-9.417486396446723
232,-9.391663607458218
233,-9.427418366298603
234,-9.396017609966277
235,-9.430923253498152
236,-9.429915325845247
237,-9.438534260201076
238,-9.433623311756412
239,-9.429039678112444
240,-9.426945540858952
241,-9.442281585432184
242,-9.454170149408206
243,-9.4500161396755
244,-9.405450816975774
245,-9.43368184144776
246,-9.438390549187543
247,-9.457937372764784
248,-9.433753630836247
249,-9.48137025645833
250,-9.439511571441958
251,-9.430452332775607
252,-9.44268251412873
253,-9.455100239931499
254,-9.46609677807426
255,-9.44677890937681
256,-9.453367622635522
257,-9.458331608309901
258,-9.45625910775193
259,-9.443576469189122
260,-9.477044467274157
261,-9.440506926007808
262,-9.465165740422758
263,-9.450865868604849
264,-9.452166586403283
265,-9.476193530494985
266,-9.44377217572743
267,-9.49188309409465
268,-9.433997537822437
269,-9.450140530390595
270,-9.461913144822399
271,-9.440105463715838
272,-9.447950468997902
273,-9.416128426469255
274,-9.40053427151486
275,-9.377331751969248
276,-9.352541950292167
277,-9.370672533035437
278,-9.377253611811236
279,-9.354313425770146
280,-9.3618747840507
281,-9.373006748277318
282,-9.39825813566568
283,-9.382496948535868
284,-9.405522578082547
285,-9.364859980913684
286,-9.351380458696914
287,-9.358774486600211
288,-9.391106962088553
289,-9.380637681193779
290,-9.418616115311144
291,-9.425029843297
292,-9.380420748489502
293,-9.37820334817708
294,-9.38349873025266
295,-9.419441673282064
296,-9.387647024707729
297,-9.433628179564437
298,-9.402726352454486
299,-9.398459526725707
300,-9.391354557218596
301,-9.424371253455297
302,-9.411591525837958
303,-9.407908541284522
304,-9.410556689348448
305,-9.411663572733355
306,-9.392664672767053
307,-9.401023477872371
308,-9.410512176087972
309,-9.392360388885189
310,-9.373614789349004
311,-9.392017737836145
312,-9.417676971790405
313,-9.374085096280044
314,-9.37349167937865
315,-9.357267232874138
316,-9.402372247843665
317,-9.422297345522129
318,-9.367877143754797
319,-9.39547931888993
320,-9.375969247823633
321,-9.382696136073053
322,-9.442200944776586
323,-9.478507142287663
324,-9.444569218664872
325,-9.430241539941417
326,-9.47299038943352
327,-9.411755084720005
328,-9.49904758630176
329,-9.387859484901899
330,-9.316840747967783
331,-9.331709357421536
332,-9.25085292943131
333,-9.27001377692352
334,-9.233511901844002
335,-9.23310008141922
336,-9.236825306257508
337,-9.252905704155411
338,-9.224033362539382
339,-9.263174877185818
340,-9.236481519809924
341,-9.237251545429944
342,-9.24939633496817
343,-9.254088568779988
344,-9.285879798513221
345,-9.276498195493598
346,-9.19512715258271
347,-9.235647179076281
348,-9.187015089479933
349,-9.250702656923314
350,-9.268799154286992
351,-9.252915488448537
352,-9.245735384118749
353,-9.283766055483214
354,-9.286688379736752
355,-9.25517758402369
356,-9.284279895379022
357,-9.28996118262201
358,-9.286706106343619
359,-9.268125069659156
360,-9.238249983197932
361,-9.274868305193785
362,-9.273354947497893
363,-9.209189992187959
364,-9.265992459701925
365,-9.248066581495022
366,-9.247332687738082
367,-9.248036824574843
368,-9.236563915683602
369,-9.209662018688876
370,-9.222794261941438
371,-9.201893078840621
372,-9.210448365816454
373,-9.236700014677657
374,-9.258859496371104
375,-9.241966546311865
376,-9.290883288056706
377,-9.267694187449766
378,-9.229181581142289
379,-9.23638968626543
380,-9.21965034577268
381,-9.206976128520669
382,-9.242383487451471
383,-9.19678708291329
384,-9.290006241593561
385,-9.215335533445376
386,-9.260659110894622
387,-9.262932283078015
388,-9.210108790368285
389,-9.249752352053248
390,-9.245702260097191
391,-9.32443337328697
392,-9.305177127920569
393,-9.31286460062974
394,-9.30435685647321
395,-9.295288228163642
396,-9.322304628931219
397,-9.354531892615643
398,-9.284004818394669
399,-9.315181725378016
400,-9.318810519724217
401,-9.35162699617368
402,-9.296387580466225
403,-9.34348226649186
404,-9.318640494379844
405,-9.377723517028825
406,-9.34333857740379
407,-9.30634025567133
408,-9.362145451678705
409,-9.342022606508499
410,-9.320869133208353
411,-9.346149547177339
412,-9.351845032989612
413,-9.322852320786632
414,-9.370637191514628
415,-9.3291360979766
416,-9.290306782004661
